step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_time;step_waiting
924974230;18599;17;18762;18800;11. Okt;0.78;396.19;111.46;163;64679.00;0
924974237;18599;16;18762;18800;Nov 21;0.80;396.19;111.46;163;64680.00;0
924974242;18600;17;18763;18800;Nov 14;0.79;396.18;111.46;163;64681.00;0
924974248;18600;15;18763;18800;Nov 24;0.80;396.18;111.46;163;64682.00;0
924974253;18600;15;18763;18800;Nov 30;0.81;396.18;111.46;163;64683.00;0
924974258;18600;18;18765;18800;11. Apr;0.79;396.18;111.45;165;64684.00;0
924974264;18600;18;18767;18800;Okt 76;0.77;396.18;111.43;167;64685.00;0
924974269;18602;16;18767;18800;Okt 56;0.76;396.16;111.43;165;64686.00;0
924974274;18604;19;18767;18800;Okt 41;0.75;396.16;111.43;163;64687.00;0
924974278;18606;19;18767;18800;Okt 45;0.76;396.14;111.43;161;64688.00;0
924974283;18606;21;18768;18800;Okt 24;0.75;396.14;111.43;162;64689.00;0
924974288;18607;23;18768;18800;Okt 20;0.75;396.15;111.43;161;64690.00;0
924974292;18607;24;18768;18800;Okt 13;0.75;396.15;111.43;161;64691.00;0
924974297;18609;24;18768;18800;10. Mrz;0.74;396.11;111.43;159;64692.00;0
924974302;18610;27;18770;18800;Sep 73;0.73;396.10;111.42;160;64693.00;0
924974307;18611;26;18770;18800;Sep 62;0.72;396.11;111.42;159;64694.00;0
924974311;18612;25;18770;18800;Sep 66;0.74;396.11;111.42;158;64695.00;0
924974316;18612;23;18770;18800;Sep 71;0.74;396.11;111.42;158;64696.00;0
924974320;18612;23;18771;18800;Sep 65;0.73;396.11;111.41;159;64697.00;0
924974325;18612;22;18771;18800;Sep 65;0.73;396.11;111.41;159;64698.00;0
924974330;18612;22;18772;18800;Sep 60;0.72;396.11;111.41;160;64699.00;0
924974336;18614;21;18772;18800;Sep 80;0.74;396.10;111.41;158;64700.00;0
924974341;18614;24;18774;18800;Sep 85;0.74;396.10;111.39;160;64701.00;0
924974346;18614;23;18775;18800;Sep 74;0.73;396.10;111.39;161;64702.00;1
924974351;18614;24;18775;18800;Sep 73;0.73;396.10;111.39;161;64703.00;1
924974356;18615;25;18776;18800;Sep 50;0.71;396.10;111.38;161;64704.00;0
924974361;18616;26;18777;18800;Sep 38;0.71;396.08;111.38;161;64705.00;0
924974366;18616;27;18778;18800;Sep 39;0.71;396.08;111.37;162;64706.00;0
924974371;18616;28;18779;18800;Sep 38;0.71;396.08;111.36;163;64707.00;0
924974375;18616;29;18779;18800;Sep 41;0.71;396.08;111.36;163;64708.00;0
924974380;18616;30;18779;18800;Sep 48;0.72;396.08;111.36;163;64709.00;0
924974385;18617;19;18780;18800;Sep 58;0.72;396.08;111.36;163;64710.00;0
924974389;18618;10;18780;18800;Sep 91;0.75;396.08;111.36;162;64711.00;0
924974394;18618;9;18782;18800;10.00;0.76;396.08;111.35;164;64712.00;0
924974399;18618;7;18783;18800;Okt 19;0.77;396.08;111.34;165;64713.00;0
924974404;18618;3;18784;18800;Okt 35;0.77;396.08;111.33;166;64714.00;0
924974409;18620;3;18785;18800;Okt 61;0.78;396.06;111.33;165;64715.00;0
924974414;18621;5;18786;18800;Okt 79;0.79;396.06;111.32;165;64716.00;0
924974420;18622;3;18786;18800;11. Nov;0.81;396.05;111.32;164;64717.00;0
924974424;18622;5;18787;18800;Nov 36;0.82;396.05;111.32;165;64718.00;0
924974430;18623;4;18787;18800;Nov 76;0.84;396.04;111.32;164;64719.00;0
924974435;18624;5;18787;18800;Nov 91;0.85;396.03;111.32;163;64720.00;0
924974439;18624;5;18787;18800;Nov 99;0.86;396.03;111.32;163;64721.00;0
924974444;18624;4;18788;18800;Nov 92;0.85;396.03;111.31;164;64722.00;0
924974449;18624;4;18789;18800;Nov 86;0.85;396.03;111.30;165;64723.00;0
924974454;18624;4;18789;18800;Nov 94;0.86;396.03;111.30;165;64724.00;0
924974459;18624;4;18789;18800;Nov 87;0.86;396.03;111.30;165;64725.00;0
924974463;18626;4;18789;18800;Nov 94;0.87;396.00;111.30;163;64726.00;0
924974468;18626;7;18791;18800;Nov 67;0.86;396.00;111.29;165;64727.00;0
924974473;18626;6;18792;18800;Nov 40;0.83;396.00;111.29;166;64728.00;0
924974479;18627;5;18792;18800;Nov 36;0.83;395.99;111.29;165;64729.00;0
924974484;18628;7;18792;18800;Nov 46;0.84;395.97;111.29;164;64730.00;0
924974489;18628;6;18792;18800;Nov 41;0.84;395.97;111.29;164;64731.00;0
924974494;18628;9;18794;18800;Nov 28;0.82;395.97;111.27;166;64732.00;0
924974500;18628;7;18794;18800;Nov 35;0.83;395.97;111.27;166;64733.00;0
924974505;18628;7;18794;18800;Nov 35;0.84;395.97;111.27;166;64734.00;0
924974510;18629;7;18794;18800;Nov 43;0.84;395.96;111.27;165;64735.00;0
924974515;18629;8;18795;18800;Nov 22;0.82;395.96;111.27;166;64736.00;0
924974520;18630;9;18797;18800;Nov 14;0.81;395.95;111.26;167;64737.00;0
924974525;18630;9;18799;18800;11. Mrz;0.80;395.95;111.25;169;64738.00;0
924974531;18630;9;18799;18800;11. Dez;0.80;395.95;111.25;169;64739.00;0
924974536;18631;11;18800;18910;Nov 20;0.81;395.95;111.24;169;64740.00;1
924974550;18632;11;18800;18910;Nov 30;0.82;395.94;111.24;168;64741.00;1
924974555;18632;11;18801;18910;Nov 21;0.81;395.94;111.23;169;64742.00;0
924974560;18633;10;18801;18910;Nov 20;0.81;395.94;111.23;168;64743.00;0
924974565;18633;10;18801;18910;Nov 25;0.82;395.94;111.23;168;64744.00;0
924974570;18633;14;18804;18910;Okt 96;0.80;395.94;111.22;171;64745.00;0
924974575;18634;10;18804;18910;Okt 98;0.81;395.92;111.22;170;64746.00;0
924974581;18634;11;18804;18910;Okt 83;0.80;395.92;111.22;170;64747.00;0
924974586;18634;12;18804;18910;Okt 70;0.79;395.92;111.22;170;64748.00;0
924974590;18635;13;18805;18910;Okt 58;0.79;395.92;111.21;170;64749.00;0
924974595;18635;15;18806;18910;Okt 56;0.79;395.92;111.20;171;64750.00;0
924974601;18635;16;18807;18910;Okt 45;0.79;395.92;111.20;172;64751.00;0
924974606;18635;15;18807;18910;Okt 49;0.79;395.92;111.20;172;64752.00;0
924974610;18635;18;18808;18910;Okt 40;0.78;395.92;111.19;173;64753.00;0
924974615;18636;21;18809;18910;Okt 34;0.78;395.92;111.19;173;64754.00;2
924974621;18636;15;18809;18910;Okt 37;0.79;395.92;111.19;173;64755.00;2
924974626;18636;15;18810;18910;Okt 26;0.78;395.92;111.18;174;64756.00;1
924974631;18636;14;18811;18910;10. Sep;0.77;395.92;111.17;175;64757.00;0
924974636;18636;14;18811;18910;10. Dez;0.78;395.92;111.17;175;64758.00;0
924974641;18637;16;18812;18910;10. Mai;0.77;395.91;111.17;175;64759.00;0
924974646;18637;14;18812;18910;Sep 99;0.77;395.91;111.17;175;64760.00;0
924974651;18637;15;18812;18910;Sep 93;0.76;395.91;111.17;175;64761.00;0
924974656;18639;16;18813;18910;Sep 85;0.76;395.90;111.16;174;64762.00;0
924974661;18639;17;18813;18910;Sep 88;0.76;395.90;111.16;174;64763.00;0
924974666;18640;19;18814;18910;Sep 72;0.74;395.89;111.16;174;64764.00;0
924974671;18641;23;18815;18910;Sep 75;0.75;395.88;111.15;174;64765.00;0
924974676;18642;24;18815;18910;Sep 73;0.76;395.87;111.15;173;64766.00;0
924974681;18643;25;18815;18910;Sep 76;0.76;395.86;111.15;172;64767.00;0
924974686;18643;27;18816;18910;Sep 71;0.76;395.86;111.15;173;64768.00;0
924974691;18643;27;18817;18910;Sep 70;0.76;395.86;111.14;174;64769.00;0
924974695;18644;26;18817;18910;Sep 79;0.76;395.84;111.14;173;64770.00;0
924974700;18645;27;18818;18910;Sep 69;0.74;395.83;111.13;173;64771.00;0
924974705;18645;27;18819;18910;Sep 63;0.74;395.83;111.13;174;64772.00;0
924974710;18645;27;18820;18910;Sep 70;0.74;395.83;111.12;175;64773.00;0
924974715;18645;27;18820;18910;Sep 64;0.74;395.83;111.12;175;64774.00;0
924974720;18646;28;18821;18910;Sep 52;0.73;395.82;111.12;175;64775.00;0
924974726;18648;28;18822;18910;Sep 42;0.73;395.80;111.11;174;64776.00;0
924974731;18649;29;18823;18910;Sep 22;0.72;395.81;111.10;174;64777.00;0
924974736;18649;30;18823;18910;Aug 99;0.70;395.81;111.10;174;64778.00;0
924974741;18650;32;18824;18910;Aug 91;0.69;395.79;111.10;174;64779.00;0
924974746;18651;34;18824;18910;Aug 83;0.69;395.79;111.10;173;64780.00;0
924974751;18652;35;18824;18910;Aug 81;0.69;395.80;111.10;172;64781.00;0
924974756;18652;40;18826;18910;Aug 69;0.68;395.80;111.09;174;64782.00;0
924974762;18654;38;18826;18910;Aug 81;0.69;395.78;111.09;172;64783.00;0
924974767;18654;38;18826;18910;Aug 67;0.68;395.78;111.09;172;64784.00;0
924974771;18654;40;18827;18910;Aug 56;0.66;395.78;111.08;173;64785.00;0
924974777;18654;42;18829;18910;Aug 59;0.67;395.78;111.07;175;64786.00;0
924974783;18656;41;18830;18910;Aug 61;0.67;395.75;111.06;174;64787.00;0
924974788;18656;39;18830;18910;Aug 45;0.66;395.75;111.06;174;64788.00;0
924974793;18656;39;18830;18910;Aug 28;0.66;395.75;111.06;174;64789.00;0
924974798;18657;38;18831;18910;Aug 27;0.66;395.75;111.06;174;64790.00;0
924974803;18657;39;18833;18910;Aug 25;0.66;395.75;111.04;176;64791.00;0
924974808;18658;40;18835;18910;Aug 13;0.65;395.74;111.03;177;64792.00;0
924974814;18658;37;18835;18910;08. Nov;0.65;395.74;111.03;177;64793.00;0
924974820;18659;37;18835;18910;Aug 18;0.66;395.72;111.03;176;64794.00;0
924974825;18659;37;18836;18910;Aug 22;0.66;395.72;111.03;177;64795.00;0
924974831;18659;39;18836;18910;Aug 33;0.68;395.72;111.03;177;64796.00;0
924974835;18660;40;18837;18910;Aug 27;0.67;395.71;111.02;177;64797.00;0
924974840;18660;41;18839;18910;Aug 26;0.67;395.71;111.01;179;64798.00;0
924974846;18660;40;18839;18910;Aug 26;0.67;395.71;111.01;179;64799.00;0
924974851;18661;33;18844;18910;Aug 27;0.66;395.69;110.98;183;64800.00;0
924974857;18661;22;18845;18910;Aug 57;0.68;395.69;110.97;184;64801.00;0
924974864;18661;17;18846;18910;Aug 91;0.70;395.69;110.97;185;64802.00;1
924974870;18662;16;18849;18910;Sep 22;0.72;395.68;110.95;187;64803.00;0
924974876;18662;13;18850;18910;Sep 51;0.74;395.68;110.94;188;64804.00;0
924974882;18662;10;18850;18910;Sep 71;0.76;395.68;110.94;188;64805.00;0
924974889;18662;8;18850;18910;Sep 98;0.77;395.68;110.94;188;64806.00;0
924974895;18662;7;18850;18910;Okt 29;0.79;395.68;110.94;188;64807.00;0
924974902;18663;7;18852;18910;Okt 55;0.82;395.68;110.93;189;64808.00;0
924974908;18663;5;18852;18910;Okt 85;0.82;395.68;110.93;189;64809.00;0
924974914;18663;4;18852;18910;Okt 99;0.83;395.68;110.93;189;64810.00;0
924974921;18664;5;18853;18910;Nov 15;0.84;395.67;110.93;189;64811.00;0
924974928;18664;6;18853;18910;Nov 25;0.84;395.67;110.93;189;64812.00;0
924974934;18665;6;18855;18910;Nov 24;0.83;395.67;110.92;190;64813.00;0
924974941;18666;4;18855;18910;Nov 40;0.85;395.66;110.92;189;64814.00;0
924974947;18667;4;18855;18910;Nov 54;0.86;395.64;110.92;188;64815.00;0
924974952;18667;4;18855;18910;Nov 54;0.86;395.64;110.92;188;64816.00;0
924974958;18669;5;18855;18910;Nov 46;0.86;395.62;110.92;186;64817.00;0
924974963;18670;5;18855;18910;Nov 38;0.85;395.62;110.92;185;64818.00;0
924974969;18670;5;18855;18910;Nov 43;0.86;395.62;110.92;185;64819.00;0
924974974;18670;8;18856;18910;Nov 25;0.85;395.62;110.91;186;64820.00;0
924974980;18670;7;18857;18910;Nov 21;0.84;395.62;110.90;187;64821.00;0
924974985;18670;7;18858;18910;Nov 13;0.83;395.62;110.90;188;64822.00;0
924974991;18670;4;18858;18910;Nov 22;0.83;395.62;110.90;188;64823.00;0
924974996;18670;4;18858;18910;Nov 36;0.85;395.62;110.90;188;64824.00;0
924975001;18670;4;18858;18910;Nov 48;0.85;395.62;110.90;188;64825.00;0
924975007;18670;5;18859;18910;Nov 48;0.85;395.62;110.89;189;64826.00;0
924975013;18671;4;18859;18910;Nov 47;0.86;395.61;110.89;188;64827.00;0
924975018;18673;6;18859;18910;Nov 55;0.86;395.59;110.89;186;64828.00;1
924975024;18673;5;18859;18910;Nov 41;0.86;395.59;110.89;186;64829.00;2
924975030;18673;6;18859;18910;Nov 32;0.85;395.59;110.89;186;64830.00;2
924975035;18675;8;18861;18910;Nov 29;0.85;395.59;110.88;186;64831.00;0
924975041;18676;6;18861;18910;Nov 23;0.85;395.58;110.88;185;64832.00;0
924975046;18676;8;18862;18910;11. Mai;0.83;395.58;110.87;186;64833.00;0
924975052;18678;8;18862;18910;Nov 20;0.83;395.55;110.87;184;64834.00;0
924975057;18679;9;18862;18910;Nov 17;0.84;395.54;110.87;183;64835.00;0
924975063;18679;10;18862;18910;Nov 17;0.83;395.54;110.87;183;64836.00;0
924975068;18679;10;18862;18910;Nov 13;0.83;395.54;110.87;183;64837.00;0
924975073;18679;12;18864;18910;11. Apr;0.83;395.54;110.86;185;64838.00;0
924975079;18679;10;18864;18910;11. Jun;0.82;395.54;110.86;185;64839.00;0
924975084;18680;10;18864;18910;11. Jun;0.82;395.53;110.86;184;64840.00;2
924975090;18681;13;18867;18910;Okt 78;0.81;395.52;110.85;186;64841.00;0
924975095;18681;12;18867;18910;Okt 63;0.80;395.52;110.85;186;64842.00;0
924975100;18682;13;18867;18910;Okt 50;0.79;395.52;110.85;185;64843.00;0
924975106;18684;14;18867;18910;Okt 49;0.78;395.52;110.85;183;64844.00;0
924975111;18685;18;18867;18910;Okt 52;0.78;395.50;110.85;182;64845.00;0
924975116;18685;20;18867;18910;Okt 44;0.78;395.50;110.85;182;64846.00;0
924975121;18685;20;18867;18910;Okt 25;0.77;395.50;110.85;182;64847.00;0
924975126;18686;21;18867;18910;10. Jun;0.76;395.50;110.85;181;64848.00;0
924975132;18686;21;18867;18910;Sep 76;0.74;395.50;110.85;181;64849.00;0
924975137;18687;21;18867;18910;Sep 53;0.74;395.50;110.85;180;64850.00;0
924975142;18688;19;18868;18910;Sep 48;0.74;395.49;110.84;180;64851.00;0
924975148;18688;19;18868;18910;Sep 42;0.73;395.49;110.84;180;64852.00;0
924975153;18689;22;18870;18910;Sep 32;0.73;395.49;110.83;181;64853.00;0
924975158;18690;20;18870;18910;Sep 38;0.75;395.48;110.83;180;64854.00;0
924975163;18691;22;18870;18910;Sep 45;0.74;395.47;110.83;179;64855.00;0
924975168;18691;24;18870;18910;Sep 52;0.75;395.47;110.83;179;64856.00;0
924975173;18692;25;18870;18910;Sep 55;0.76;395.46;110.83;178;64857.00;0
924975178;18692;25;18870;18910;Sep 69;0.77;395.46;110.83;178;64858.00;0
924975183;18692;25;18870;18910;Sep 69;0.77;395.46;110.83;178;64859.00;0
924975188;18692;25;18870;18910;Sep 75;0.77;395.46;110.83;178;64860.00;0
924975193;18693;25;18870;18910;Sep 79;0.77;395.47;110.83;177;64861.00;0
924975198;18693;26;18871;18910;Sep 54;0.76;395.47;110.82;178;64862.00;0
924975203;18693;26;18871;18910;Sep 38;0.75;395.47;110.82;178;64863.00;1
924975208;18693;27;18872;18910;Sep 24;0.73;395.47;110.82;179;64864.00;1
924975214;18694;27;18873;18910;Sep 23;0.74;395.46;110.81;179;64865.00;0
924975220;18695;27;18873;18910;Sep 22;0.73;395.46;110.81;178;64866.00;0
924975225;18695;28;18873;18910;Sep 24;0.74;395.46;110.81;178;64867.00;0
924975231;18695;29;18874;18910;Sep 19;0.73;395.46;110.80;179;64868.00;0
924975236;18695;28;18875;18910;Sep 22;0.74;395.46;110.80;180;64869.00;1
924975241;18695;29;18877;18910;09. Nov;0.73;395.46;110.79;182;64870.00;0
924975247;18696;28;18878;18910;09. Nov;0.73;395.45;110.78;182;64871.00;0
924975252;18696;30;18879;18910;Sep 13;0.73;395.45;110.77;183;64872.00;0
924975258;18696;28;18879;18910;09. Sep;0.73;395.45;110.77;183;64873.00;0
924975263;18696;30;18880;18910;09. Jun;0.73;395.45;110.77;184;64874.00;0
924975269;18696;29;18880;18910;Aug 98;0.71;395.45;110.77;184;64875.00;0
924975274;18697;30;18882;18910;09. Jun;0.72;395.44;110.76;185;64876.00;0
924975280;18699;28;18882;18910;Sep 25;0.75;395.42;110.76;183;64877.00;0
924975286;18699;28;18882;18910;Sep 19;0.74;395.42;110.76;183;64878.00;0
924975291;18700;28;18882;18910;09. Sep;0.74;395.41;110.76;182;64879.00;0
924975296;18700;29;18882;18910;09. Jan;0.74;395.41;110.76;182;64880.00;1
924975301;18701;30;18882;18910;Aug 94;0.73;395.40;110.76;181;64881.00;1
924975306;18701;31;18883;18910;Aug 81;0.72;395.40;110.75;182;64882.00;0
924975312;18701;31;18883;18910;Aug 67;0.72;395.40;110.75;182;64883.00;0
924975317;18702;33;18883;18910;Aug 46;0.69;395.39;110.75;181;64884.00;0
924975322;18703;32;18883;18910;Aug 39;0.69;395.38;110.75;180;64885.00;0
924975327;18704;32;18883;18910;Aug 47;0.71;395.38;110.75;179;64886.00;0
924975332;18705;33;18883;18910;Aug 43;0.71;395.37;110.75;178;64887.00;0
924975337;18706;32;18883;18910;Aug 47;0.70;395.35;110.75;177;64888.00;0
924975342;18706;32;18883;18910;Aug 42;0.71;395.35;110.75;177;64889.00;1
924975347;18707;24;18884;18910;Aug 49;0.69;395.36;110.75;177;64890.00;1
924975353;18709;16;18884;18910;Aug 70;0.71;395.37;110.75;175;64891.00;1
924975358;18709;12;18884;18910;Aug 92;0.73;395.37;110.75;175;64892.00;1
924975364;18709;11;18885;18910;09. Dez;0.74;395.37;110.74;176;64893.00;0
924975369;18709;8;18886;18910;Sep 19;0.75;395.37;110.73;177;64894.00;0
924975374;18709;9;18887;18910;Sep 21;0.75;395.37;110.73;178;64895.00;0
924975380;18709;10;18888;18910;Sep 26;0.75;395.37;110.72;179;64896.00;0
924975385;18709;8;18888;18910;Sep 42;0.74;395.37;110.72;179;64897.00;0
924975390;18710;8;18889;18910;Sep 63;0.75;395.37;110.72;179;64898.00;0
924975396;18710;8;18889;18910;Sep 93;0.78;395.37;110.72;179;64899.00;0
924975401;18711;8;18889;18910;10. Dez;0.79;395.36;110.72;178;64900.00;0
924975406;18713;10;18891;18910;10. Okt;0.78;395.35;110.70;178;64901.00;0
924975411;18714;8;18891;18910;Okt 19;0.80;395.35;110.70;177;64902.00;0
924975416;18715;9;18892;18910;Okt 24;0.80;395.36;110.70;177;64903.00;0
924975421;18717;8;18892;18910;Okt 33;0.80;395.35;110.70;175;64904.00;0
924975426;18717;7;18892;18910;Okt 35;0.81;395.35;110.70;175;64905.00;1
924975431;18719;9;18893;18910;Okt 35;0.81;395.34;110.69;174;64906.00;0
924975436;18721;9;18894;18910;Okt 52;0.82;395.32;110.69;173;64907.00;0
924975441;18724;9;18895;18910;Okt 77;0.83;395.31;110.68;171;64908.00;0
924975446;18724;9;18896;18910;Okt 69;0.82;395.31;110.68;172;64909.00;0
924975451;18724;8;18896;18910;Okt 78;0.82;395.31;110.68;172;64910.00;0
924975456;18724;8;18896;18910;Okt 91;0.83;395.31;110.68;172;64911.00;0
924975461;18725;10;18898;18910;Okt 83;0.82;395.30;110.66;173;64912.00;0
924975466;18726;10;18899;18910;Okt 75;0.81;395.29;110.66;173;64913.00;0
924975471;18726;10;18900;18910;Okt 81;0.81;395.29;110.65;174;64914.00;0
924975476;18726;11;18901;18910;Okt 72;0.80;395.29;110.65;175;64915.00;0
924975481;18727;11;18901;18910;Okt 69;0.81;395.30;110.65;174;64916.00;0
924975486;18728;11;18901;18910;Okt 74;0.82;395.30;110.65;173;64917.00;0
924975491;18728;12;18902;18910;Okt 72;0.81;395.30;110.64;174;64918.00;0
924975496;18728;11;18902;18910;Okt 78;0.82;395.30;110.64;174;64919.00;0
924975501;18729;12;18903;18910;Okt 71;0.81;395.31;110.63;174;64920.00;0
924975506;18730;11;18903;18910;Okt 63;0.81;395.30;110.63;173;64921.00;0
924975511;18730;12;18903;18910;Okt 51;0.80;395.30;110.63;173;64922.00;0
924975516;18732;11;18903;18910;Okt 66;0.81;395.28;110.63;171;64923.00;0
924975521;18732;13;18903;18910;Okt 57;0.81;395.28;110.63;171;64924.00;0
924975526;18732;17;18905;18910;Okt 40;0.80;395.28;110.62;173;64925.00;0
924975531;18732;15;18905;18910;Okt 33;0.79;395.28;110.62;173;64926.00;0
924975536;18732;17;18905;18910;Okt 32;0.79;395.28;110.62;173;64927.00;0
924975540;18732;20;18908;18910;Okt 24;0.78;395.28;110.61;176;64928.00;0
924975545;18732;17;18908;18910;Okt 31;0.78;395.28;110.61;176;64929.00;0
924975551;18732;18;18908;18910;Okt 24;0.77;395.28;110.61;176;64930.00;0
924975555;18732;17;18908;18910;Okt 21;0.77;395.28;110.61;176;64931.00;0
924975560;18732;19;18908;18910;Okt 17;0.75;395.28;110.61;176;64932.00;0
924975565;18732;18;18908;18910;Okt 15;0.76;395.28;110.61;176;64933.00;0
924975569;18732;18;18908;18910;Okt 24;0.77;395.28;110.61;176;64934.00;0
924975574;18732;18;18909;18910;Okt 19;0.77;395.28;110.60;177;64935.00;0
924975579;18733;17;18909;18910;Okt 23;0.78;395.28;110.60;176;64936.00;0
924975584;18734;19;18909;18910;Okt 23;0.78;395.28;110.60;175;64937.00;0
924975589;18734;21;18909;18910;Okt 18;0.77;395.28;110.60;175;64938.00;0
924975593;18735;22;18909;18910;Okt 13;0.77;395.27;110.60;174;64939.00;0
924975598;18735;21;18909;18910;10. Dez;0.78;395.27;110.60;174;64940.00;0
924975603;18735;18;18909;18910;Okt 18;0.77;395.27;110.60;174;64941.00;0
924975607;18736;17;18910;19022;Okt 26;0.78;395.25;110.59;174;64942.00;0
924975617;18737;17;18910;19022;Okt 30;0.78;395.23;110.59;173;64943.00;0
924975623;18738;17;18911;19022;Okt 25;0.78;395.22;110.59;173;64944.00;0
924975628;18738;17;18912;19022;Okt 27;0.78;395.22;110.58;174;64945.00;0
924975633;18738;13;18912;19022;Okt 35;0.79;395.22;110.58;174;64946.00;0
924975638;18738;12;18913;19022;Okt 24;0.77;395.22;110.58;175;64947.00;0
924975644;18738;13;18913;19022;Okt 26;0.78;395.22;110.58;175;64948.00;0
924975649;18738;13;18914;19022;Okt 27;0.79;395.22;110.57;176;64949.00;0
924975653;18739;14;18914;19022;Okt 35;0.79;395.21;110.57;175;64950.00;0
924975658;18739;16;18915;19022;Okt 30;0.78;395.21;110.56;176;64951.00;1
924975664;18739;15;18915;19022;Okt 40;0.79;395.21;110.56;176;64952.00;1
924975670;18740;16;18916;19022;Okt 35;0.78;395.22;110.56;176;64953.00;1
924975676;18740;15;18916;19022;Okt 35;0.78;395.22;110.56;176;64954.00;1
924975681;18741;16;18917;19022;Okt 27;0.79;395.20;110.55;176;64955.00;1
924975687;18741;16;18918;19022;Okt 22;0.78;395.20;110.55;177;64956.00;1
924975692;18743;17;18919;19022;Okt 14;0.77;395.20;110.54;176;64957.00;1
924975698;18745;15;18919;19022;10. Okt;0.77;395.19;110.54;174;64958.00;1
924975703;18746;16;18920;19022;10. Jul;0.77;395.19;110.54;174;64959.00;1
924975708;18746;15;18920;19022;10. Apr;0.77;395.19;110.54;174;64960.00;1
924975713;18747;16;18920;19022;10. Feb;0.77;395.20;110.54;173;64961.00;1
924975718;18747;16;18920;19022;Okt 15;0.78;395.20;110.54;173;64962.00;1
924975723;18748;16;18920;19022;Okt 19;0.78;395.20;110.54;172;64963.00;1
924975728;18749;15;18921;19022;Okt 19;0.78;395.20;110.53;172;64964.00;1
924975733;18749;15;18921;19022;Okt 20;0.79;395.20;110.53;172;64965.00;1
924975738;18750;16;18922;19022;Okt 31;0.79;395.19;110.52;172;64966.00;1
924975744;18752;15;18922;19022;Okt 38;0.79;395.17;110.52;170;64967.00;1
924975750;18753;16;18922;19022;Okt 41;0.80;395.16;110.52;169;64968.00;1
924975755;18753;16;18922;19022;Okt 45;0.80;395.16;110.52;169;64969.00;2
924975760;18754;16;18922;19022;Okt 49;0.81;395.15;110.52;168;64970.00;3
924975765;18755;17;18923;19022;Okt 43;0.80;395.15;110.52;168;64971.00;3
924975770;18755;16;18923;19022;Okt 29;0.79;395.15;110.52;168;64972.00;3
924975776;18755;18;18924;19022;10. Mai;0.77;395.15;110.51;169;64973.00;2
924975781;18755;17;18924;19022;Sep 92;0.77;395.15;110.51;169;64974.00;2
924975786;18756;19;18925;19022;Sep 85;0.76;395.14;110.51;169;64975.00;1
924975791;18756;19;18925;19022;Sep 82;0.77;395.14;110.51;169;64976.00;1
924975797;18757;21;18927;19022;Sep 62;0.76;395.13;110.49;170;64977.00;1
924975802;18758;22;18930;19022;Sep 52;0.75;395.12;110.48;172;64978.00;1
924975807;18759;21;18931;19022;Sep 44;0.75;395.11;110.47;172;64979.00;1
924975812;18759;10;18931;19022;Sep 47;0.75;395.11;110.47;172;64980.00;2
924975818;18761;7;18932;19022;Sep 66;0.75;395.09;110.47;171;64981.00;1
924975823;18763;4;18932;19022;Sep 98;0.78;395.07;110.47;169;64982.00;1
924975828;18764;3;18933;19022;Sep 99;0.78;395.07;110.46;169;64983.00;1
924975834;18766;4;18933;19022;Okt 16;0.79;395.05;110.46;167;64984.00;2
924975839;18766;7;18935;19022;10. Okt;0.79;395.05;110.45;169;64985.00;1
924975844;18767;4;18936;19022;Okt 14;0.78;395.03;110.44;169;64986.00;0
924975849;18767;5;18937;19022;Okt 32;0.79;395.03;110.44;170;64987.00;0
924975855;18773;4;18937;19022;Okt 77;0.83;394.99;110.44;164;64988.00;0
924975860;18773;5;18937;19022;Okt 90;0.83;394.99;110.44;164;64989.00;0
924975865;18775;6;18937;19022;11. Mai;0.84;394.97;110.44;162;64990.00;0
924975870;18775;7;18938;19022;11. Aug;0.85;394.97;110.43;163;64991.00;0
924975875;18775;6;18938;19022;Nov 14;0.85;394.97;110.43;163;64992.00;0
924975879;18777;8;18940;19022;11. Dez;0.84;394.96;110.42;163;64993.00;0
924975885;18777;6;18940;19022;Nov 22;0.83;394.96;110.42;163;64994.00;0
924975889;18778;7;18941;19022;Nov 29;0.83;394.94;110.42;163;64995.00;0
924975894;18778;6;18941;19022;Nov 42;0.85;394.94;110.42;163;64996.00;0
924975899;18779;7;18942;19022;Nov 35;0.83;394.94;110.41;163;64997.00;1
924975904;18780;6;18942;19022;Nov 49;0.85;394.94;110.41;162;64998.00;1
924975908;18781;6;18942;19022;Nov 60;0.85;394.93;110.41;161;64999.00;1
924975913;18781;7;18943;19022;Nov 64;0.85;394.93;110.40;162;65000.00;0
924975918;18782;6;18943;19022;Nov 64;0.85;394.93;110.40;161;65001.00;0
924975923;18782;6;18943;19022;Nov 63;0.85;394.93;110.40;161;65002.00;0
924975928;18783;7;18943;19022;Nov 68;0.85;394.93;110.40;160;65003.00;0
924975932;18783;8;18944;19022;Nov 60;0.84;394.93;110.40;161;65004.00;0
924975937;18783;7;18944;19022;Nov 63;0.85;394.93;110.40;161;65005.00;0
924975941;18784;7;18944;19022;Nov 63;0.85;394.93;110.40;160;65006.00;0
924975946;18787;7;18944;19022;Nov 58;0.85;394.92;110.40;157;65007.00;0
924975951;18787;7;18944;19022;Nov 53;0.84;394.92;110.40;157;65008.00;0
924975955;18789;10;18946;19022;Nov 50;0.84;394.90;110.39;157;65009.00;0
